# Target Pref 演化日志

| 时间 | 生物 | 平均条目 | 最大条目 | min~max | top偏好(源→目标=均值×种群数) |
| 14646 | 301 | 83.04 | 8 | 0.46~3.19 | (-3→31=1.91×250) (6→-9=1.59×8) (-19→-8=1.54×175) (-6→19=1.54×178) (-22→-24=1.51×1) |
| 14656 | 298 | 83.32 | 8 | 0.46~3.19 | (-3→31=1.91×249) (6→-9=1.59×7) (-6→19=1.54×176) (-19→-8=1.54×174) (-22→-24=1.51×1) |
| 14666 | 309 | 84.53 | 8 | 0.46~3.19 | (-3→31=1.93×261) (6→-9=1.59×7) (-6→19=1.55×188) (-19→-8=1.54×186) (-22→-24=1.51×1) |
| 14676 | 310 | 85.44 | 8 | 0.46~3.19 | (-3→31=1.94×264) (-6→19=1.55×191) (-19→-8=1.55×189) (-22→-24=1.51×1) (-13→17=1.50×78) |
| 14686 | 324 | 86.15 | 8 | 0.46~3.19 | (-3→31=1.96×277) (-6→19=1.56×202) (-19→-8=1.55×201) (-22→-24=1.51×1) (-13→17=1.50×79) |
| 14696 | 333 | 86.69 | 8 | 0.46~3.19 | (-3→31=1.96×286) (-6→19=1.56×209) (-19→-8=1.55×208) (-22→-24=1.51×1) (-13→17=1.51×81) |
| 14706 | 328 | 86.36 | 8 | 0.46~3.19 | (-3→31=1.95×281) (-6→19=1.56×203) (-19→-8=1.54×203) (-22→-24=1.51×1) (12→-24=1.51×1) |
| 14716 | 335 | 86.50 | 8 | 0.45~3.19 | (-3→31=1.95×285) (-6→19=1.56×208) (-19→-8=1.54×208) (-22→-24=1.51×1) (12→-24=1.51×1) |
| 14726 | 327 | 85.40 | 8 | 0.45~3.19 | (-3→31=1.95×276) (-6→19=1.56×200) (-19→-8=1.55×199) (-13→17=1.51×81) (-16→-30=1.50×26) |
| 14736 | 341 | 86.07 | 8 | 0.45~3.19 | (-3→31=1.96×288) (-6→19=1.55×212) (-19→-8=1.55×211) (-13→17=1.50×82) (-7→4=1.50×293) |
| 14746 | 353 | 87.35 | 8 | 0.45~3.19 | (-3→31=1.98×301) (-19→-8=1.56×224) (-6→19=1.56×225) (-7→4=1.50×306) (-13→17=1.50×82) |
| 14756 | 354 | 87.47 | 8 | 0.45~3.19 | (-3→31=1.99×300) (-6→19=1.56×230) (-19→-8=1.55×229) (-7→4=1.51×307) (-13→17=1.49×77) |
| 14766 | 363 | 88.01 | 8 | 0.45~3.45 | (-3→31=2.01×310) (-19→-8=1.56×236) (-6→19=1.55×236) (-22→-24=1.51×1) (-7→4=1.51×315) |
| 14776 | 372 | 88.86 | 8 | 0.45~3.45 | (-3→31=2.02×317) (-19→-8=1.56×247) (-6→19=1.55×247) (-7→4=1.52×324) (-13→17=1.49×77) |
| 14786 | 384 | 89.41 | 8 | 0.45~3.45 | (-3→31=2.02×330) (-19→-8=1.57×255) (-6→19=1.54×254) (-7→4=1.51×336) (-16→-30=1.50×33) |
| 14796 | 391 | 89.64 | 8 | 0.45~3.45 | (-3→31=2.02×335) (-19→-8=1.57×259) (-6→19=1.54×260) (-7→4=1.51×343) (-16→-30=1.50×33) |
| 14806 | 393 | 89.45 | 8 | 0.45~3.45 | (-3→31=2.00×338) (-19→-8=1.56×258) (-6→19=1.54×259) (-7→4=1.51×345) (-16→-30=1.50×33) |
| 14816 | 396 | 89.73 | 8 | 0.45~3.45 | (-3→31=2.00×342) (-19→-8=1.56×262) (-6→19=1.53×264) (-7→4=1.52×349) (-16→-30=1.50×34) |
| 14826 | 395 | 90.17 | 8 | 0.44~3.45 | (-3→31=2.02×341) (-19→-8=1.56×263) (-6→19=1.53×265) (-7→4=1.52×347) (-16→-30=1.51×30) |
| 14836 | 410 | 90.77 | 8 | 0.44~3.45 | (-3→31=2.00×356) (-19→-8=1.56×273) (-6→19=1.53×275) (-7→4=1.52×363) (-16→-30=1.51×31) |
| 14846 | 414 | 91.15 | 8 | 0.44~3.45 | (-3→31=2.00×360) (-19→-8=1.56×278) (-6→19=1.53×280) (-7→4=1.53×367) (-16→-30=1.50×31) |
| 14856 | 388 | 90.55 | 8 | 0.44~3.45 | (-3→31=1.99×335) (6→-9=1.60×5) (-19→-8=1.56×255) (-6→19=1.53×257) (-7→4=1.52×344) |
| 14866 | 399 | 91.24 | 8 | 0.44~3.45 | (-3→31=2.02×346) (6→-9=1.60×5) (-19→-8=1.57×267) (-6→19=1.53×269) (-7→4=1.52×353) |
| 14876 | 406 | 91.68 | 8 | 0.44~3.45 | (-3→31=2.03×349) (6→-9=1.60×5) (-19→-8=1.56×275) (-6→19=1.53×277) (-7→4=1.52×360) |
| 14886 | 393 | 90.89 | 8 | 0.45~3.45 | (-3→31=2.01×335) (6→-9=1.60×5) (-19→-8=1.56×261) (-6→19=1.53×263) (-7→4=1.52×346) |
| 14896 | 407 | 91.70 | 8 | 0.40~3.55 | (-3→31=2.03×348) (6→-9=1.60×5) (-19→-8=1.56×276) (-6→19=1.53×278) (-7→4=1.53×360) |
| 14906 | 389 | 90.55 | 8 | 0.40~3.45 | (-3→31=2.01×327) (6→-9=1.60×5) (-19→-8=1.56×258) (-6→19=1.53×260) (-7→4=1.53×340) |
| 14916 | 393 | 91.08 | 8 | 0.40~3.45 | (-3→31=2.00×331) (6→-9=1.60×5) (-19→-8=1.56×263) (-6→19=1.53×265) (-7→4=1.53×345) |
| 14926 | 405 | 91.81 | 8 | 0.40~3.45 | (-3→31=2.00×340) (6→-9=1.60×5) (-19→-8=1.56×273) (-6→19=1.54×275) (-7→4=1.52×357) |
| 14936 | 397 | 91.88 | 8 | 0.40~3.45 | (-3→31=2.01×331) (6→-9=1.60×5) (-19→-8=1.56×266) (-7→4=1.54×351) (-6→19=1.53×268) |
| 14946 | 395 | 92.17 | 8 | 0.40~3.45 | (-3→31=2.01×327) (6→-9=1.57×4) (-19→-8=1.55×267) (-7→4=1.53×350) (-6→19=1.53×269) |
| 14956 | 404 | 92.56 | 8 | 0.40~3.45 | (-3→31=2.01×335) (6→-9=1.57×4) (-19→-8=1.55×275) (-7→4=1.53×358) (-6→19=1.53×277) |
| 14966 | 408 | 93.58 | 8 | 0.46~3.45 | (-3→31=2.01×337) (6→-9=1.57×4) (-19→-8=1.54×280) (-7→4=1.53×365) (-6→19=1.53×282) |
| 14976 | 420 | 93.97 | 8 | 0.46~3.45 | (-3→31=2.03×350) (6→-9=1.57×4) (-19→-8=1.55×290) (-7→4=1.54×375) (-6→19=1.53×292) |
| 14986 | 436 | 94.44 | 8 | 0.45~3.45 | (-3→31=2.03×363) (6→-9=1.57×4) (-19→-8=1.54×304) (-7→4=1.53×391) (-6→19=1.53×305) |
| 14996 | 425 | 94.85 | 8 | 0.44~3.16 | (-3→31=2.03×356) (6→-9=1.57×4) (-19→-8=1.54×297) (-7→4=1.54×382) (-6→19=1.53×298) |
| 15006 | 441 | 95.72 | 8 | 0.43~3.16 | (-3→31=2.03×371) (6→-9=1.57×4) (-19→-8=1.54×313) (-6→19=1.53×314) (-7→4=1.53×399) |
| 15016 | 455 | 96.26 | 8 | 0.41~3.16 | (-3→31=2.04×388) (6→-9=1.57×4) (-6→19=1.54×327) (-19→-8=1.54×326) (-7→4=1.54×413) |
| 15026 | 439 | 95.90 | 8 | 0.41~3.45 | (-3→31=2.05×377) (6→-9=1.57×4) (-19→-8=1.54×310) (-7→4=1.54×397) (-6→19=1.54×311) |
| 15036 | 446 | 97.07 | 8 | 0.41~3.45 | (-3→31=2.08×389) (6→-9=1.57×4) (-7→4=1.55×406) (-19→-8=1.55×322) (-6→19=1.54×323) |
| 15046 | 462 | 96.75 | 9 | 0.41~3.45 | (-3→31=2.08×401) (6→-9=1.57×4) (-7→4=1.55×419) (-19→-8=1.55×333) (-6→19=1.54×334) |
| 15056 | 465 | 96.69 | 8 | 0.41~3.45 | (-3→31=2.09×402) (6→-9=1.57×4) (-7→4=1.56×421) (-6→19=1.54×336) (-19→-8=1.54×334) |
| 15066 | 478 | 96.65 | 8 | 0.41~3.45 | (-3→31=2.09×411) (6→-9=1.57×4) (-7→4=1.56×432) (-6→19=1.54×345) (-19→-8=1.54×344) |
| 15076 | 500 | 96.98 | 8 | 0.41~3.26 | (-3→31=2.10×431) (6→-9=1.57×4) (-7→4=1.56×453) (-6→19=1.54×363) (-19→-8=1.53×363) |
| 15086 | 500 | 96.93 | 8 | 0.41~3.26 | (-3→31=2.11×430) (6→-9=1.57×4) (-7→4=1.56×452) (-6→19=1.54×361) (-19→-8=1.53×362) |
| 15096 | 499 | 96.84 | 9 | 0.41~3.26 | (-3→31=2.11×430) (6→-9=1.57×4) (-7→4=1.56×450) (-6→19=1.54×358) (-19→-8=1.53×360) |
| 15106 | 499 | 97.28 | 9 | 0.43~3.26 | (-3→31=2.13×431) (6→-9=1.57×4) (-7→4=1.56×451) (-6→19=1.55×362) (-19→-8=1.53×364) |
| 15116 | 497 | 96.85 | 9 | 0.43~3.26 | (-3→31=2.13×429) (6→-9=1.57×4) (-7→4=1.56×447) (-6→19=1.55×357) (12→1=1.54×256) |
| 15126 | 468 | 96.72 | 9 | 0.43~3.26 | (-3→31=2.12×405) (6→-9=1.57×4) (-7→4=1.57×420) (-6→19=1.55×332) (12→1=1.54×238) |
| 15136 | 484 | 96.71 | 9 | 0.38~3.26 | (-3→31=2.13×417) (6→-9=1.57×4) (-7→4=1.56×433) (-6→19=1.56×344) (12→1=1.55×247) |
| 15146 | 482 | 96.16 | 9 | 0.38~3.26 | (-3→31=2.14×411) (6→-9=1.57×5) (-7→4=1.57×426) (-6→19=1.56×342) (12→1=1.55×246) |
| 15156 | 445 | 94.03 | 9 | 0.38~3.16 | (-3→31=2.08×370) (6→-9=1.57×5) (-6→19=1.56×300) (-7→4=1.56×387) (6→-23=1.55×1) |
| 15166 | 446 | 94.22 | 8 | 0.38~3.21 | (-3→31=2.10×374) (6→-9=1.57×5) (-6→19=1.57×304) (-7→4=1.57×387) (12→1=1.55×206) |
| 15176 | 450 | 94.60 | 8 | 0.38~3.21 | (-3→31=2.10×379) (6→-9=1.57×5) (-6→19=1.57×306) (-7→4=1.56×392) (12→1=1.55×206) |
| 15186 | 459 | 95.13 | 8 | 0.38~3.21 | (-3→31=2.11×388) (-6→19=1.57×315) (6→-9=1.57×5) (-7→4=1.57×401) (12→1=1.56×213) |
| 15196 | 452 | 95.00 | 8 | 0.38~3.21 | (-3→31=2.08×382) (-6→19=1.57×307) (6→-9=1.57×6) (-7→4=1.56×394) (12→1=1.56×201) |
| 15206 | 456 | 95.27 | 8 | 0.38~3.21 | (-3→31=2.09×388) (-6→19=1.58×312) (6→-9=1.57×6) (-7→4=1.57×398) (-14→14=1.56×82) |
| 15216 | 472 | 95.46 | 8 | 0.38~3.21 | (-3→31=2.09×402) (-6→19=1.58×324) (6→-9=1.57×7) (-7→4=1.57×413) (-14→14=1.56×86) |
| 15226 | 446 | 94.87 | 8 | 0.38~3.21 | (-3→31=2.08×378) (-6→19=1.58×303) (-7→4=1.57×387) (6→-9=1.57×7) (-14→14=1.56×82) |
| 15236 | 463 | 94.90 | 8 | 0.38~3.21 | (-3→31=2.10×391) (-6→19=1.59×315) (-14→14=1.58×84) (-7→4=1.57×401) (6→-9=1.57×8) |
| 15246 | 460 | 95.00 | 8 | 0.38~3.21 | (-3→31=2.10×390) (-6→19=1.59×313) (-7→4=1.57×398) (-14→14=1.57×83) (12→1=1.57×205) |
| 15256 | 473 | 95.26 | 8 | 0.38~3.21 | (-3→31=2.10×402) (-6→19=1.59×321) (-14→14=1.59×87) (12→1=1.58×208) (-7→4=1.57×410) |
| 15266 | 457 | 95.30 | 8 | 0.39~3.21 | (-3→31=2.11×385) (-6→19=1.59×311) (-14→14=1.59×81) (12→1=1.58×200) (-7→4=1.58×395) |
| 15276 | 469 | 96.15 | 8 | 0.39~3.21 | (-3→31=2.11×401) (-14→14=1.60×82) (-6→19=1.59×323) (12→1=1.59×209) (-7→4=1.58×409) |
| 15286 | 468 | 95.96 | 8 | 0.39~3.21 | (-3→31=2.13×400) (-14→14=1.62×81) (-6→19=1.60×322) (12→1=1.59×210) (-7→4=1.58×408) |
